,annual_inc,emp_length,installment,loan_amnt,purpose,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,term_36 months,term_60 months
17,25000.0,10,164.93,4500,2,0.1899,3595.0,114.0,110.0,15.0,5.0,1,23.0,5.0,5.0,8.0,0.0,3.0,11,80.0,0,16,14794.0,0,0,0,0,1,1,0
18,76000.0,1,314.48,10000,2,0.0824,10193.0,155.0,229.0,50.0,5.0,2,4.0,7.0,27.0,5.0,1.0,2.0,16,50.0,0,43,95652.0,0,0,1,0,0,1,0
19,116000.0,10,544.19,25000,1,0.1105,9456.0,197.0,151.0,25.0,7.0,5,7.0,16.0,15.0,20.0,0.0,1.0,22,30.8,0,47,114922.0,1,0,1,0,0,0,1
20,75000.0,2,584.79,18000,2,0.1047,51502.0,238.0,92.0,32.0,4.0,2,3.0,4.0,20.0,1.0,0.0,1.0,6,0.0,0,32,87597.0,0,0,1,0,0,1,0
21,56000.0,6,406.72,13000,1,0.0789,8836.0,138.0,146.0,10.0,10.0,1,11.0,19.0,13.0,12.0,0.0,2.0,17,33.3,0,53,33318.0,0,0,1,0,0,1,0
22,110000.0,8,496.83,22575,1,0.1153,4190.0,183.0,167.0,16.0,3.0,5,61.0,4.0,33.0,8.0,0.0,1.0,22,100.0,0,51,92188.0,1,0,0,0,1,0,1
23,45000.0,2,597.77,16200,2,0.1948,6026.0,75.0,43.0,11.0,2.0,0,0.0,3.0,12.0,8.0,0.0,2.0,11,100.0,0,20,66290.0,0,0,0,0,1,1,0
24,161000.0,10,847.42,35000,3,0.158,41030.0,214.0,179.0,72.0,4.0,3,0.0,8.0,31.0,8.0,0.0,2.0,13,0.0,0,47,77018.0,0,0,1,0,0,0,1
25,64000.0,10,551.82,18075,2,0.2699,10475.0,196.0,131.0,4.0,1.0,2,32.0,15.0,26.0,7.0,0.0,9.0,14,50.0,0,44,65901.0,1,0,1,0,0,0,1
26,133000.0,2,200.23,6400,2,0.0789,9645.0,137.0,154.0,78.0,24.0,1,41.0,4.0,11.0,2.0,0.0,0.0,4,0.0,0,17,38578.0,0,0,1,0,0,1,0
27,16000.0,1,64.06,2000,8,0.0949,79.0,110.0,220.0,4.0,4.0,1,0.0,9.0,2.0,9.0,0.0,2.0,10,0.0,0,22,708.0,0,0,0,0,1,1,0
28,148800.0,3,919.34,30000,2,0.0649,16481.0,14.0,103.0,13.0,13.0,0,0.0,4.0,1.0,4.0,0.0,0.0,6,0.0,0,7,98886.0,0,0,0,0,1,1,0
29,67000.0,10,789.91,30750,1,0.1854,2628.0,84.0,112.0,12.0,8.0,0,0.0,30.0,3.0,20.0,0.0,2.0,23,13.3,0,46,60452.0,1,0,0,0,1,0,1
30,130000.0,3,705.7,30000,1,0.1449,8933.0,154.0,214.0,16.0,16.0,0,0.0,10.0,9.0,3.0,0.0,0.0,6,100.0,0,23,53598.0,0,0,1,0,0,0,1
31,82000.0,1,798.52,24000,2,0.1212,14854.0,155.0,212.0,10.0,10.0,2,39.0,10.0,4.0,13.0,0.0,1.0,17,66.7,0,26,68570.0,0,0,1,0,0,1,0
32,106000.0,10,289.02,8400,2,0.1447,26157.0,110.0,137.0,5.0,5.0,2,48.0,4.0,8.0,9.0,0.0,4.0,15,75.0,0,21,70028.0,0,0,1,0,0,1,0
33,45000.0,5,271.84,8000,3,0.1359,13386.0,161.0,230.0,8.0,3.0,2,7.0,7.0,4.0,7.0,0.0,2.0,12,50.0,0,19,23623.0,1,0,1,0,0,1,0
34,74544.0,10,157.1,5000,1,0.0818,3122.0,164.0,250.0,11.0,8.0,2,25.0,27.0,6.0,5.0,0.0,2.0,7,33.3,0,44,18733.0,0,0,1,0,0,1,0
35,45000.0,1,527.43,15000,2,0.1601,18653.0,116.0,107.0,27.0,3.0,0,12.0,4.0,28.0,8.0,2.0,1.0,10,50.0,0,39,149221.0,0,0,0,0,1,1,0
36,270000.0,10,838.91,40000,3,0.0944,92783.0,73.0,331.0,3.0,3.0,8,63.0,5.0,5.0,4.0,0.0,3.0,9,25.0,0,23,74024.0,0,0,0,1,0,0,1
37,120000.0,10,432.22,14000,2,0.0699,3631.0,165.0,141.0,10.0,10.0,5,6.0,3.0,12.0,6.0,0.0,1.0,13,0.0,0,28,43577.0,0,0,0,0,1,1,0
38,62400.0,0,318.75,10000,1,0.0916,46548.0,137.0,175.0,29.0,4.0,1,42.0,5.0,5.0,3.0,0.0,1.0,6,0.0,2,12,43172.0,0,0,1,0,0,1,0
39,39700.0,6,538.65,15875,2,0.1349,19324.0,49.0,135.0,10.0,3.0,1,0.0,5.0,3.0,4.0,0.0,2.0,7,50.0,0,12,31819.0,0,0,1,0,0,1,0
40,125000.0,10,378.2,12000,2,0.0839,40275.0,95.0,183.0,6.0,1.0,8,74.0,11.0,9.0,5.0,0.0,4.0,7,0.0,0,38,35518.0,0,0,1,0,0,1,0
41,80000.0,5,748.61,21000,2,0.1699,12288.0,192.0,248.0,1.0,1.0,1,43.0,6.0,7.0,10.0,0.0,3.0,13,66.7,0,21,65659.0,0,0,1,0,0,1,0
42,70000.0,2,880.11,24000,2,0.1903,5518.0,106.0,63.0,4.0,4.0,0,0.0,10.0,12.0,13.0,0.0,5.0,21,33.3,0,30,115888.0,0,0,1,0,0,1,0
43,200000.0,10,302.34,9000,6,0.1279,16856.0,148.0,266.0,9.0,1.0,3,0.0,8.0,15.0,17.0,0.0,5.0,27,100.0,0,44,184174.0,0,0,1,0,0,1,0
44,72000.0,5,494.27,12600,2,0.2399,10571.0,133.0,167.0,13.0,6.0,1,17.0,4.0,33.0,7.0,0.0,3.0,11,50.0,0,43,116277.0,0,0,0,0,1,1,0
45,112000.0,6,304.59,10000,1,0.0608,3154.0,124.0,262.0,4.0,4.0,0,73.0,9.0,7.0,15.0,0.0,3.0,18,14.3,0,31,53623.0,0,0,1,0,0,1,0
46,50000.0,9,806.77,22000,2,0.1903,11554.0,37.0,240.0,3.0,3.0,0,0.0,5.0,1.0,8.0,0.0,1.0,9,50.0,0,13,103989.0,0,0,1,0,0,1,0
47,40000.0,0,513.25,15000,1,0.1408,3778.0,110.0,113.0,24.0,24.0,0,22.0,5.0,8.0,5.0,4.0,0.0,11,0.0,0,22,41557.0,0,0,0,0,1,1,0
48,125000.0,6,497.19,19475,2,0.1825,9446.0,121.0,89.0,11.0,2.0,0,0.0,8.0,14.0,4.0,0.0,6.0,8,0.0,0,23,75564.0,0,0,1,0,0,0,1
49,64000.0,10,56.86,1500,8,0.2145,1945.0,41.0,113.0,9.0,5.0,0,36.0,10.0,5.0,13.0,0.0,3.0,15,14.3,0,23,29169.0,0,0,0,0,1,1,0
50,38000.0,2,327.34,10000,2,0.1099,1581.0,120.0,167.0,14.0,14.0,0,10.0,2.0,4.0,5.0,1.0,0.0,7,50.0,0,12,7906.0,0,0,0,0,1,1,0
51,150000.0,0,361.38,12000,1,0.0532,42120.0,171.0,224.0,22.0,14.0,1,0.0,9.0,25.0,4.0,0.0,0.0,13,0.0,0,36,180813.0,0,0,1,0,0,1,0
52,56000.0,0,49.82,1500,2,0.1199,1610.0,75.0,282.0,15.0,15.0,0,18.0,10.0,13.0,7.0,1.0,0.0,7,20.0,0,28,9658.0,0,0,0,0,1,1,0
53,44000.0,10,364.7,15000,2,0.1599,8860.0,119.0,353.0,13.0,12.0,14,34.0,15.0,6.0,5.0,0.0,1.0,7,50.0,2,54,53157.0,0,0,1,0,0,0,1
54,104000.0,10,1190.45,35000,2,0.1366,43506.0,156.0,146.0,10.0,10.0,6,0.0,11.0,3.0,7.0,0.0,1.0,8,80.0,0,29,48278.0,0,0,1,0,0,1,0
55,50000.0,1,283.28,12000,1,0.1465,2617.0,108.0,98.0,2.0,2.0,0,61.0,12.0,11.0,12.0,0.0,7.0,15,12.5,0,28,39248.0,1,0,0,0,1,0,1
56,775000.0,8,605.11,19600,3,0.0699,70443.0,97.0,215.0,23.0,4.0,2,0.0,6.0,4.0,6.0,0.0,1.0,11,100.0,0,17,90845.0,0,0,1,0,0,1,0
57,55000.0,10,587.66,20850,3,0.2299,3179.0,112.0,148.0,2.0,2.0,4,0.0,4.0,2.0,10.0,0.0,3.0,11,33.3,1,18,28613.0,0,0,0,1,0,0,1
58,145000.0,7,872.48,35000,2,0.1714,53211.0,136.0,245.0,37.0,23.0,4,0.0,10.0,8.0,4.0,0.0,0.0,7,100.0,0,28,64190.0,0,0,0,0,1,0,1
59,42000.0,5,132.97,3625,2,0.1905,40531.0,16.0,115.0,24.0,9.0,3,6.0,2.0,2.0,1.0,0.0,1.0,4,0.0,0,7,43045.0,0,0,1,0,0,1,0
60,45000.0,7,288.91,7775,2,0.1999,1135.0,124.0,81.0,8.0,8.0,0,0.0,9.0,7.0,15.0,0.0,4.0,16,22.2,1,23,18165.0,0,0,0,1,0,1,0
61,76000.0,10,528.92,16000,1,0.1167,1554.0,58.0,183.0,9.0,9.0,1,52.0,22.0,2.0,18.0,0.0,1.0,21,6.2,0,30,32626.0,0,0,1,0,0,1,0
62,70000.0,0,760.36,29175,2,0.1922,23203.0,82.0,117.0,2.0,2.0,1,0.0,9.0,10.0,5.0,0.0,2.0,10,100.0,0,27,70090.0,0,0,1,0,0,0,1
63,80000.0,0,501.74,15000,2,0.1249,3577.0,3.0,69.0,16.0,3.0,0,5.0,11.0,1.0,9.0,0.0,1.0,10,12.5,0,13,35773.0,1,0,0,0,1,1,0
64,50000.0,5,194.18,4950,2,0.2399,2600.0,103.0,106.0,2.0,2.0,0,43.0,9.0,3.0,7.0,0.0,7.0,9,0.0,0,15,23402.0,0,0,0,0,1,1,0
65,42000.0,2,462.42,14400,1,0.0967,965.0,73.0,149.0,5.0,5.0,0,0.0,12.0,1.0,15.0,0.0,2.0,15,33.3,0,29,13503.0,0,0,0,1,0,1,0
66,200000.0,7,657.0,21000,3,0.0789,50166.0,57.0,135.0,9.0,9.0,2,7.0,9.0,2.0,6.0,0.0,1.0,9,25.0,0,17,12449.0,0,0,1,0,0,1,0
67,100000.0,10,434.3,12825,2,0.1335,41962.0,128.0,117.0,3.0,3.0,4,19.0,3.0,5.0,3.0,0.0,3.0,7,50.0,0,16,15944.0,0,0,1,0,0,1,0
68,70000.0,1,328.43,10000,2,0.1122,5141.0,231.0,297.0,33.0,5.0,1,11.0,6.0,20.0,4.0,0.0,1.0,7,66.7,0,33,35989.0,0,0,1,0,0,1,0
69,80000.0,10,472.14,20000,2,0.1465,19610.0,195.0,176.0,11.0,9.0,3,0.0,15.0,36.0,12.0,0.0,4.0,33,60.0,0,71,102382.0,0,0,1,0,0,0,1
70,75000.0,2,345.77,15000,2,0.1358,28338.0,175.0,243.0,2.0,2.0,4,18.0,4.0,4.0,3.0,0.0,4.0,7,0.0,0,14,7436.0,1,0,1,0,0,0,1
71,132000.0,10,945.87,28000,1,0.1318,25487.0,159.0,363.0,9.0,1.0,4,11.0,11.0,6.0,11.0,1.0,2.0,17,57.1,0,33,99940.0,0,0,1,0,0,1,0
72,34000.0,10,163.67,5000,2,0.1099,7252.0,129.0,120.0,9.0,7.0,1,29.0,9.0,6.0,10.0,0.0,3.0,13,0.0,0,23,16646.0,0,0,1,0,0,1,0
73,56000.0,3,85.86,2375,10,0.1799,1129.0,43.0,150.0,6.0,6.0,1,65.0,11.0,1.0,8.0,0.0,4.0,9,16.7,0,15,10161.0,0,0,0,0,1,1,0
74,79500.0,2,289.34,12000,1,0.1561,3506.0,111.0,80.0,7.0,7.0,0,0.0,9.0,13.0,10.0,0.0,2.0,21,71.4,0,25,73626.0,0,0,0,0,1,0,1
75,72000.0,10,932.68,36000,5,0.1894,44467.0,7.0,247.0,21.0,7.0,3,0.0,4.0,1.0,2.0,0.0,1.0,3,0.0,0,13,623.0,0,0,1,0,0,0,1
76,50000.0,10,109.63,3500,8,0.0797,14988.0,201.0,467.0,2.0,2.0,3,0.0,6.0,14.0,6.0,0.0,5.0,10,50.0,0,30,26451.0,0,0,1,0,0,1,0
77,67000.0,2,348.18,10000,1,0.1531,2433.0,162.0,228.0,3.0,3.0,1,35.0,13.0,5.0,15.0,0.0,3.0,16,44.4,0,26,38929.0,0,0,1,0,0,1,0
78,150000.0,9,931.68,30000,1,0.0739,26775.0,173.0,326.0,15.0,14.0,3,77.0,6.0,9.0,7.0,0.0,0.0,9,16.7,0,20,34611.0,0,0,1,0,0,1,0
79,38000.0,10,180.11,5400,2,0.1229,5596.0,130.0,212.0,2.0,2.0,1,17.0,6.0,7.0,10.0,0.0,3.0,15,0.0,0,24,72746.0,0,0,0,1,0,1,0
80,177000.0,7,776.11,24000,8,0.1015,19000.0,32.0,188.0,123.0,32.0,0,78.0,3.0,1.0,2.0,0.0,0.0,3,100.0,0,5,57000.0,0,0,0,0,1,1,0
81,58000.0,6,259.99,8000,2,0.1049,13203.0,131.0,84.0,1.0,1.0,4,3.0,3.0,14.0,13.0,0.0,5.0,16,0.0,0,31,33664.0,0,0,1,0,0,1,0
82,31564.8,4,516.77,17000,2,0.2677,2676.0,39.0,79.0,27.0,18.0,0,0.0,3.0,3.0,5.0,0.0,0.0,6,33.3,0,8,16056.0,0,0,0,0,1,0,1
83,74000.0,3,398.52,12000,2,0.1199,5710.0,89.0,138.0,8.0,8.0,0,0.0,6.0,4.0,7.0,0.0,3.0,9,60.0,0,12,51387.0,0,0,0,0,1,1,0
84,172000.0,10,466.53,15000,10,0.0749,31855.0,179.0,468.0,15.0,5.0,9,26.0,9.0,9.0,9.0,0.0,2.0,15,16.7,0,31,51692.0,0,0,1,0,0,1,0
85,45000.0,10,393.42,15000,6,0.1952,3312.0,138.0,456.0,2.0,2.0,1,0.0,21.0,6.0,8.0,0.0,2.0,10,33.3,1,51,33117.0,1,0,0,0,1,0,1
86,300000.0,10,1073.88,31425,2,0.1399,8161.0,132.0,191.0,6.0,5.0,0,0.0,9.0,29.0,14.0,1.0,5.0,21,37.5,0,45,171393.0,0,0,1,0,0,1,0
87,48000.0,5,517.56,16000,2,0.2999,2429.0,35.0,147.0,6.0,6.0,0,0.0,3.0,2.0,9.0,0.0,1.0,11,100.0,1,11,26724.0,0,0,0,1,0,0,1
88,105000.0,10,311.49,12000,1,0.1903,21344.0,91.0,185.0,2.0,2.0,4,24.0,12.0,10.0,4.0,0.0,4.0,6,33.3,1,35,18207.0,0,0,1,0,0,0,1
89,103000.0,1,1202.61,36000,2,0.124,5105.0,167.0,284.0,24.0,24.0,2,20.0,8.0,7.0,7.0,0.0,0.0,13,85.7,0,18,66367.0,0,0,1,0,0,1,0
90,46992.0,2,584.91,17000,2,0.1447,2395.0,61.0,27.0,9.0,6.0,0,0.0,2.0,5.0,3.0,0.0,2.0,4,50.0,0,8,9578.0,1,0,0,1,0,1,0
91,55000.0,7,280.26,8500,2,0.1149,36115.0,48.0,96.0,4.0,4.0,1,21.0,5.0,4.0,5.0,0.0,3.0,8,66.7,0,11,56272.0,0,0,1,0,0,1,0
92,30000.0,9,174.78,5000,3,0.1559,49332.0,144.0,36.0,10.0,10.0,1,0.0,1.0,5.0,3.0,0.0,2.0,4,100.0,0,9,8008.0,0,0,1,0,0,1,0
93,80000.0,10,318.51,8900,2,0.1727,19193.0,123.0,150.0,1.0,1.0,2,0.0,13.0,11.0,9.0,0.0,4.0,12,60.0,1,36,27465.0,0,0,1,0,0,1,0
94,16000.0,1,56.69,1600,8,0.1655,2838.0,32.0,93.0,21.0,21.0,0,0.0,1.0,1.0,3.0,0.0,0.0,3,100.0,0,6,8515.0,0,0,0,1,0,1,0
95,60000.0,2,279.1,12000,2,0.1398,1778.0,213.0,167.0,11.0,11.0,2,42.0,7.0,4.0,12.0,0.0,1.0,14,25.0,0,22,23118.0,1,0,1,0,0,0,1
96,55873.16,10,682.46,21000,2,0.1049,3634.0,130.0,214.0,8.0,8.0,0,46.0,7.0,3.0,10.0,0.0,1.0,11,100.0,0,20,36342.0,0,0,0,0,1,1,0
97,73000.0,8,722.75,20000,2,0.1797,21875.0,145.0,144.0,8.0,5.0,1,34.0,3.0,30.0,1.0,0.0,3.0,11,0.0,1,36,38326.0,0,0,1,0,0,1,0
98,70000.0,10,116.9,3200,8,0.1875,3204.0,107.0,97.0,21.0,6.0,0,44.0,6.0,4.0,3.0,0.0,1.0,5,0.0,0,14,12814.0,0,0,0,0,1,1,0
99,130000.0,10,733.52,32000,2,0.1333,9184.0,147.0,335.0,2.0,1.0,4,0.0,13.0,21.0,12.0,0.0,8.0,21,11.1,0,46,183677.0,0,0,0,0,1,0,1
100,52000.0,7,551.79,22750,1,0.1588,17155.0,156.0,103.0,9.0,9.0,2,0.0,7.0,7.0,8.0,0.0,1.0,10,100.0,1,21,27701.0,0,0,1,0,0,0,1
101,123000.0,7,501.74,15000,2,0.1249,51074.0,122.0,216.0,3.0,2.0,3,69.0,9.0,13.0,4.0,0.0,4.0,7,50.0,0,30,123443.0,0,0,1,0,0,1,0
102,36000.0,4,202.96,4800,8,0.2969,8283.0,117.0,109.0,35.0,4.0,0,0.0,2.0,20.0,2.0,0.0,3.0,14,100.0,0,29,107683.0,0,0,0,0,1,1,0
103,48000.0,6,306.9,9500,1,0.1008,3463.0,113.0,132.0,2.0,2.0,0,0.0,8.0,5.0,8.0,0.0,6.0,10,14.3,0,14,34626.0,1,0,0,0,1,1,0
104,60000.0,2,408.04,16000,2,0.182,19766.0,81.0,135.0,6.0,6.0,2,24.0,5.0,3.0,6.0,0.0,3.0,9,66.7,0,17,69178.0,1,0,1,0,0,0,1
105,48000.0,6,104.07,3000,2,0.1505,3895.0,67.0,42.0,8.0,7.0,0,41.0,5.0,7.0,3.0,0.0,5.0,6,0.0,0,15,23368.0,0,0,0,0,1,1,0
106,77000.0,10,855.03,26000,1,0.1131,8483.0,133.0,295.0,125.0,125.0,0,0.0,3.0,2.0,2.0,0.0,0.0,2,100.0,0,6,16965.0,0,1,0,0,0,1,0
107,184000.0,2,660.0,20000,1,0.1155,28680.0,146.0,148.0,4.0,4.0,4,0.0,11.0,3.0,8.0,0.0,2.0,12,75.0,0,27,39298.0,0,0,1,0,0,1,0
108,68000.0,2,421.27,16675,1,0.1776,2212.0,103.0,347.0,11.0,11.0,0,0.0,6.0,7.0,10.0,0.0,1.0,12,83.3,0,20,24332.0,0,0,1,0,0,0,1
109,24000.0,10,257.0,7350,2,0.1561,840.0,242.0,151.0,2.0,2.0,0,23.0,6.0,8.0,10.0,1.0,4.0,11,100.0,0,22,9243.0,0,0,0,0,1,1,0
110,85000.0,9,330.57,10000,3,0.1167,13413.0,127.0,138.0,7.0,7.0,1,0.0,4.0,8.0,4.0,0.0,4.0,7,25.0,0,14,28737.0,0,0,1,0,0,1,0
111,102000.0,10,484.24,20000,2,0.158,6350.0,76.0,185.0,1.0,1.0,3,0.0,16.0,5.0,23.0,0.0,4.0,26,81.2,0,33,50374.0,0,0,1,0,0,0,1
112,38000.0,0,360.01,13500,2,0.2031,3394.0,143.0,120.0,13.0,13.0,4,20.0,6.0,11.0,9.0,2.0,0.0,10,66.7,0,30,27155.0,1,0,0,0,1,0,1
113,109000.0,4,541.04,23000,1,0.1449,41961.0,80.0,171.0,32.0,14.0,1,22.0,8.0,4.0,3.0,0.0,0.0,6,100.0,0,13,109706.0,0,0,0,0,1,0,1
114,49000.0,8,651.37,20000,2,0.1064,2183.0,149.0,270.0,4.0,4.0,0,3.0,6.0,4.0,7.0,0.0,1.0,7,66.7,0,18,15281.0,0,0,0,1,0,1,0
115,45000.0,1,356.78,15000,2,0.1499,20024.0,121.0,218.0,30.0,17.0,3,0.0,5.0,2.0,3.0,0.0,0.0,5,66.7,1,11,14909.0,0,0,1,0,0,0,1
116,59000.0,8,593.49,18000,2,0.1149,16635.0,109.0,219.0,2.0,2.0,1,31.0,9.0,5.0,7.0,0.0,3.0,11,33.3,0,18,48668.0,0,0,1,0,0,1,0
117,78000.0,6,779.84,25000,3,0.0769,1444.0,114.0,211.0,10.0,10.0,3,62.0,9.0,3.0,4.0,0.0,1.0,5,0.0,1,17,5775.0,0,0,0,0,1,1,0
118,43000.0,0,201.27,6000,1,0.1269,7440.0,96.0,90.0,33.0,4.0,0,22.0,3.0,12.0,5.0,0.0,1.0,7,100.0,0,18,52081.0,0,0,0,0,1,1,0
119,38000.0,2,263.93,8000,1,0.1153,3350.0,95.0,423.0,13.0,12.0,0,0.0,3.0,19.0,5.0,0.0,1.0,15,50.0,0,26,50243.0,0,0,0,0,1,1,0
120,70000.0,0,361.38,10000,8,0.1797,2235.0,119.0,50.0,5.0,5.0,0,0.0,7.0,5.0,9.0,0.0,3.0,11,57.1,0,14,24585.0,0,0,0,0,1,1,0
121,70000.0,7,697.24,21300,2,0.1099,6029.0,171.0,220.0,65.0,5.0,2,18.0,7.0,6.0,6.0,0.0,1.0,7,60.0,0,18,42204.0,0,0,1,0,0,1,0
122,53200.0,10,232.43,5925,2,0.2399,27922.0,164.0,220.0,5.0,4.0,5,26.0,11.0,7.0,6.0,0.0,5.0,10,33.3,0,28,48558.0,0,0,1,0,0,1,0
123,62000.0,9,694.2,21000,2,0.1167,35903.0,138.0,151.0,13.0,13.0,2,0.0,5.0,9.0,3.0,0.0,0.0,5,100.0,0,20,40659.0,0,0,1,0,0,1,0
124,52000.0,4,410.26,17600,2,0.1408,24338.0,76.0,295.0,21.0,21.0,1,0.0,4.0,2.0,4.0,0.0,0.0,6,50.0,1,16,6251.0,0,0,1,0,0,0,1
125,73000.0,9,797.03,24000,2,0.1199,23475.0,178.0,78.0,5.0,3.0,1,0.0,6.0,13.0,7.0,0.0,3.0,12,25.0,1,25,58141.0,0,0,1,0,0,1,0
126,47000.0,4,523.66,21075,2,0.1699,2959.0,152.0,91.0,2.0,2.0,0,43.0,7.0,19.0,13.0,0.0,2.0,16,16.7,0,37,44387.0,0,0,0,0,1,0,1
127,40000.0,2,446.67,13450,2,0.1199,2346.0,116.0,102.0,2.0,2.0,0,0.0,3.0,4.0,5.0,0.0,4.0,6,0.0,3,10,14077.0,1,0,0,0,1,1,0
128,49000.0,10,487.86,20000,2,0.1614,16033.0,121.0,120.0,15.0,15.0,2,0.0,3.0,4.0,5.0,0.0,0.0,8,100.0,1,11,13839.0,0,0,1,0,0,0,1
129,135000.0,7,249.89,7000,2,0.1709,9181.0,144.0,258.0,12.0,2.0,3,17.0,5.0,9.0,12.0,0.0,3.0,16,0.0,1,27,45747.0,0,0,1,0,0,1,0
130,44000.0,10,742.46,20000,10,0.1992,2142.0,111.0,77.0,6.0,6.0,0,44.0,3.0,5.0,5.0,0.0,2.0,6,0.0,0,14,12849.0,0,0,0,0,1,1,0
131,45000.0,4,452.89,18000,1,0.1757,1683.0,157.0,126.0,7.0,7.0,0,0.0,9.0,4.0,12.0,0.0,1.0,13,100.0,0,16,20191.0,0,0,0,0,1,0,1
132,60000.0,2,879.63,24000,2,0.1899,9331.0,116.0,157.0,8.0,7.0,3,68.0,7.0,22.0,9.0,0.0,3.0,24,33.3,0,41,214604.0,0,0,0,1,0,1,0
133,35000.0,10,344.17,10000,1,0.1449,3049.0,125.0,269.0,20.0,9.0,0,39.0,4.0,12.0,5.0,0.0,1.0,8,100.0,1,24,24389.0,0,0,0,0,1,1,0
134,40000.0,3,285.75,8400,2,0.1367,2730.0,96.0,129.0,4.0,4.0,0,56.0,5.0,3.0,7.0,0.0,3.0,8,0.0,0,14,21840.0,0,0,0,0,1,1,0
